day_index,week_index,media_post_count,star_count
233,33,0,0
234,33,0,0
235,33,0,0
236,33,0,0
237,33,0,0
238,34,0,0
239,34,0,0
240,34,0,0
241,34,0,0
242,34,0,0
243,34,0,0
244,34,0,0
245,35,0,0
246,35,0,0
247,35,0,0
248,35,0,0
249,35,0,0
250,35,0,0
251,35,0,0
252,36,0,0
253,36,0,0
254,36,0,0
255,36,0,0
256,36,0,0
257,36,0,0
258,36,0,0
259,37,0,0
260,37,0,0
261,37,0,0
262,37,0,0
263,37,0,0
264,37,0,0
265,37,0,0
266,38,0,0
267,38,0,0
268,38,0,0
269,38,0,0
270,38,0,0
271,38,0,0
272,38,0,0
273,39,0,0
274,39,0,0
275,39,0,0
276,39,0,0
277,39,0,0
278,39,0,0
279,39,0,0
280,40,0,0
281,40,0,0
282,40,0,0
283,40,0,0
284,40,0,0
285,40,0,0
286,40,0,0
287,41,0,0
288,41,0,0
289,41,0,0
290,41,0,0
291,41,0,0
292,41,0,0
293,41,0,0
294,42,0,0
295,42,0,0
296,42,0,0
297,42,0,0
298,42,0,0
299,42,0,0
300,42,0,0
301,43,0,0
302,43,0,0
303,43,0,0
304,43,0,0
305,43,0,0
306,43,0,0
307,43,0,0
308,44,0,0
309,44,0,0
310,44,0,0
311,44,0,0
312,44,0,0
313,44,0,0
314,44,0,0
315,45,0,0
316,45,0,0
317,45,0,0
318,45,0,0
319,45,0,0
320,45,0,0
321,45,0,0
322,46,0,0
323,46,0,0
324,46,0,0
325,46,0,0
326,46,0,0
327,46,0,0
328,46,0,0
329,47,0,0
330,47,0,0
331,47,0,0
332,47,0,0
333,47,0,0
334,47,0,0
335,47,0,0
336,48,0,0
337,48,0,0
338,48,0,0
339,48,0,0
340,48,0,0
341,48,0,0
342,48,0,0
343,49,0,0
344,49,0,0
345,49,0,0
346,49,0,0
347,49,0,0
348,49,0,0
349,49,0,0
350,50,0,0
351,50,0,0
352,50,0,0
353,50,0,0
354,50,0,0
355,50,0,0
356,50,0,0
357,51,0,0
358,51,0,0
359,51,0,0
360,51,0,0
361,51,0,0
362,51,0,0
363,51,0,0
364,52,0,0
365,52,0,0
366,52,0,0
367,52,0,0
368,52,0,0
369,52,0,0
370,52,0,0
371,53,0,0
372,53,0,0
373,53,0,0
374,53,0,0
375,53,0,0
376,53,0,0
377,53,0,0
378,54,0,0
379,54,0,0
380,54,0,0
381,54,0,0
382,54,0,0
383,54,0,0
384,54,0,0
385,55,0,0
386,55,0,0
387,55,0,0
388,55,0,0
389,55,0,0
390,55,0,0
391,55,0,0
392,56,0,0
393,56,0,0
394,56,0,0
395,56,0,0
396,56,0,0
397,56,0,0
398,56,0,0
399,57,0,0
400,57,0,0
401,57,0,0
402,57,0,0
403,57,0,0
404,57,0,0
405,57,0,0
406,58,0,0
407,58,0,0
408,58,0,0
409,58,0,0
410,58,0,0
411,58,0,0
412,58,0,0
413,59,0,0
414,59,0,0
415,59,0,0
416,59,0,0
417,59,0,0
418,59,0,0
419,59,0,0
420,60,0,0
421,60,0,0
422,60,0,0
423,60,0,0
424,60,0,0
425,60,0,0
426,60,0,0
427,61,0,0
428,61,0,0
429,61,0,0
430,61,0,0
431,61,0,0
432,61,0,0
433,61,0,0
434,62,0,0
435,62,0,0
436,62,0,0
437,62,0,0
438,62,0,0
439,62,0,0
440,62,0,0
441,63,0,0
442,63,0,0
443,63,0,0
444,63,1,0
445,63,0,0
446,63,0,0
447,63,0,0
448,64,0,0
449,64,0,0
450,64,0,0
451,64,0,0
452,64,0,0
453,64,0,0
454,64,0,0
455,65,0,0
456,65,0,0
457,65,0,0
458,65,0,0
459,65,0,0
460,65,0,0
461,65,0,0
462,66,0,0
463,66,0,0
464,66,0,0
465,66,0,0
466,66,0,0
467,66,0,0
468,66,0,0
469,67,0,0
470,67,0,0
471,67,0,0
472,67,0,0
473,67,0,0
474,67,0,0
475,67,0,0
476,68,0,0
477,68,0,0
478,68,0,0
479,68,0,0
480,68,0,0
481,68,0,0
482,68,0,0
483,69,0,0
484,69,0,0
485,69,0,0
486,69,0,0
487,69,0,0
488,69,0,0
489,69,0,0
490,70,0,0
491,70,0,0
492,70,0,0
493,70,0,0
494,70,0,0
495,70,0,0
496,70,0,0
497,71,0,0
498,71,0,0
499,71,0,0
500,71,0,0
501,71,0,0
502,71,0,0
503,71,0,0
504,72,0,0
505,72,0,0
506,72,0,0
507,72,0,0
508,72,0,0
509,72,0,0
510,72,0,0
511,73,0,0
512,73,0,0
513,73,0,0
514,73,0,0
515,73,0,0
516,73,0,0
517,73,0,0
518,74,0,0
519,74,0,0
520,74,0,0
521,74,0,0
522,74,0,0
523,74,0,0
524,74,0,0
525,75,0,0
526,75,0,0
527,75,0,0
528,75,0,0
529,75,0,0
530,75,0,0
531,75,0,0
532,76,0,0
533,76,0,0
534,76,0,0
535,76,0,0
536,76,0,0
537,76,0,0
538,76,0,0
539,77,0,0
540,77,0,0
541,77,0,0
542,77,0,0
543,77,0,0
544,77,0,0
545,77,0,0
546,78,0,0
547,78,0,0
548,78,0,0
549,78,0,0
550,78,0,0
551,78,0,0
552,78,0,0
553,79,0,0
554,79,0,0
555,79,0,0
556,79,0,0
557,79,0,0
558,79,0,0
559,79,0,0
560,80,0,0
561,80,0,0
562,80,0,0
563,80,0,0
564,80,0,0
565,80,0,0
566,80,0,0
567,81,0,0
568,81,0,0
569,81,0,0
570,81,0,0
571,81,0,0
572,81,0,0
573,81,0,0
574,82,0,0
575,82,0,0
576,82,0,0
577,82,0,0
578,82,0,0
579,82,0,0
580,82,0,0
581,83,0,0
582,83,0,0
583,83,0,0
584,83,0,0
585,83,0,0
586,83,0,0
587,83,0,0
588,84,0,0
589,84,0,0
590,84,0,0
591,84,0,0
592,84,0,0
593,84,0,0
594,84,0,0
595,85,0,0
596,85,0,0
597,85,0,0
598,85,0,0
599,85,0,0
600,85,0,0
601,85,0,0
602,86,0,0
603,86,0,0
604,86,0,0
605,86,0,0
606,86,0,0
607,86,0,0
608,86,0,0
609,87,0,0
610,87,0,0
611,87,0,0
612,87,0,0
613,87,0,0
614,87,0,0
615,87,0,0
616,88,0,0
617,88,0,0
618,88,0,0
619,88,0,0
620,88,0,0
621,88,0,0
622,88,0,0
623,89,0,0
624,89,0,0
625,89,0,0
626,89,0,0
627,89,0,0
628,89,0,0
629,89,0,0
630,90,0,0
631,90,0,0
632,90,0,0
633,90,0,0
634,90,0,0
635,90,0,0
636,90,0,0
637,91,0,0
638,91,0,0
639,91,0,0
640,91,0,0
641,91,0,0
642,91,0,0
643,91,0,0
644,92,0,0
645,92,0,0
646,92,0,0
647,92,0,0
648,92,0,0
649,92,0,0
650,92,0,0
651,93,0,0
652,93,0,0
653,93,0,0
654,93,0,0
655,93,0,0
656,93,0,0
657,93,0,0
658,94,0,0
659,94,0,0
660,94,0,0
661,94,0,0
662,94,0,0
663,94,0,0
664,94,0,0
665,95,0,0
666,95,0,0
667,95,0,0
668,95,0,0
669,95,0,0
670,95,0,0
671,95,0,0
672,96,0,0
673,96,0,0
674,96,0,0
675,96,0,0
676,96,0,0
677,96,0,0
678,96,0,0
679,97,0,0
680,97,0,0
681,97,0,0
682,97,0,0
683,97,0,0
684,97,0,0
685,97,0,0
686,98,0,0
687,98,0,0
688,98,0,0
689,98,0,0
690,98,0,0
691,98,0,0
692,98,0,0
693,99,0,0
694,99,0,0
695,99,0,0
696,99,0,0
697,99,0,0
698,99,0,0
699,99,0,0
700,100,0,0
701,100,0,0
702,100,0,0
703,100,0,0
704,100,0,0
705,100,0,0
706,100,0,0
707,101,0,0
708,101,0,0
709,101,0,1
710,101,0,0
711,101,0,0
712,101,0,0
713,101,0,0
714,102,0,0
715,102,0,0
716,102,0,0
717,102,0,0
718,102,0,0
719,102,0,0
720,102,0,0
721,103,0,0
722,103,0,0
723,103,0,0
724,103,0,0
725,103,0,0
726,103,0,0
727,103,0,0
728,104,0,0
729,104,0,0
730,104,0,0
731,104,0,0
732,104,0,0
733,104,0,0
734,104,0,0
735,105,0,0
736,105,0,0
737,105,0,0
738,105,0,0
739,105,0,0
740,105,0,0
741,105,0,0
742,106,0,0
743,106,0,0
744,106,0,0
745,106,0,0
746,106,0,0
747,106,0,0
748,106,0,0
749,107,0,0
750,107,0,0
751,107,0,0
752,107,0,0
753,107,0,0
754,107,0,0
755,107,0,0
756,108,0,0
757,108,0,0
758,108,0,0
759,108,0,0
760,108,0,0
761,108,0,0
762,108,0,0
763,109,0,0
764,109,0,0
765,109,0,0
766,109,0,0
767,109,0,0
768,109,0,0
769,109,0,0
770,110,0,0
771,110,0,0
772,110,0,0
773,110,0,1
774,110,0,0
775,110,0,0
776,110,0,0
777,111,0,0
778,111,0,0
779,111,0,0
780,111,0,0
781,111,0,0
782,111,0,0
783,111,0,0
784,112,0,0
785,112,0,0
786,112,0,0
787,112,0,0
788,112,0,0
789,112,0,0
790,112,0,0
791,113,0,0
792,113,0,0
793,113,0,0
794,113,0,0
795,113,0,0
796,113,0,0
797,113,0,0
798,114,0,0
799,114,0,0
800,114,0,0
801,114,0,0
802,114,0,0
803,114,0,0
804,114,0,0
805,115,0,0
806,115,0,0
807,115,0,0
808,115,0,0
809,115,0,0
810,115,0,0
811,115,0,0
812,116,0,0
813,116,0,0
814,116,0,0
815,116,0,0
816,116,0,0
817,116,0,0
818,116,0,0
819,117,0,0
820,117,0,0
821,117,0,0
822,117,0,0
823,117,0,0
824,117,0,0
825,117,0,0
826,118,0,0
827,118,0,0
828,118,0,0
829,118,0,0
830,118,0,0
831,118,0,2
832,118,0,3
833,119,1,4
834,119,0,1
835,119,1,3
836,119,0,1
837,119,0,0
838,119,0,2
839,119,0,0
840,120,0,0
841,120,0,0
842,120,0,0
843,120,0,0
844,120,0,0
845,120,0,0
846,120,0,0
847,121,0,0
848,121,0,0
849,121,0,0
850,121,0,1
851,121,0,0
852,121,0,0
853,121,0,0
854,122,0,0
855,122,0,0
856,122,0,0
857,122,0,0
858,122,0,0
859,122,0,0
860,122,0,0
861,123,0,0
862,123,0,0
863,123,0,0
864,123,0,0
865,123,0,0
866,123,1,0
867,123,0,0
868,124,0,0
869,124,0,0
870,124,0,1
871,124,0,0
872,124,0,0
873,124,0,0
874,124,0,0
875,125,0,0
876,125,0,0
877,125,0,0
878,125,0,0
879,125,0,0
880,125,0,0
881,125,0,0
882,126,0,0
883,126,0,0
884,126,0,0
885,126,0,0
886,126,0,0
887,126,0,0
888,126,0,0
889,127,0,0
890,127,0,0
891,127,0,2
892,127,0,0
893,127,0,0
894,127,0,0
895,127,0,0
896,128,0,0
897,128,0,1
898,128,0,1
899,128,0,0
900,128,0,1
901,128,0,0
902,128,0,0
903,129,0,0
904,129,0,0
905,129,0,0
906,129,0,0
907,129,0,0
908,129,0,0
909,129,0,0
910,130,0,0
911,130,0,0
912,130,0,0
913,130,0,0
914,130,0,0
915,130,0,0
916,130,0,0
917,131,1,1
918,131,0,2
919,131,0,2
920,131,0,0
921,131,0,0
922,131,0,0
923,131,0,2
924,132,0,0
925,132,0,0
926,132,0,1
927,132,0,2
928,132,0,1
929,132,0,1
930,132,0,4
931,133,0,0
932,133,0,0
933,133,0,0
934,133,0,0
935,133,0,0
936,133,0,0
937,133,0,0
938,134,0,0
939,134,0,0
940,134,0,0
941,134,0,0
942,134,0,0
943,134,0,1
944,134,0,0
945,135,0,0
946,135,0,0
947,135,1,2
948,135,1,1
949,135,2,7
950,135,0,1
951,135,0,0
952,136,0,0
953,136,0,1
954,136,0,0
955,136,0,0
956,136,0,0
957,136,0,0
958,136,0,0
959,137,0,0
960,137,0,0
961,137,0,0
962,137,0,0
963,137,0,1
964,137,0,0
965,137,0,1
966,138,1,0
967,138,0,0
968,138,0,0
969,138,0,1
970,138,1,1
971,138,0,0
972,138,2,0
973,139,0,0
974,139,0,0
975,139,0,0
976,139,0,0
977,139,0,1
978,139,0,0
979,139,0,0
980,140,0,0
981,140,0,0
982,140,0,0
983,140,0,0
984,140,0,0
985,140,0,0
986,140,0,0
987,141,0,0
988,141,0,0
989,141,0,0
990,141,0,0
991,141,0,0
992,141,0,0
993,141,0,0
994,142,0,0
995,142,0,0
996,142,0,0
997,142,0,0
998,142,0,0
999,142,0,0
1000,142,0,0
1001,143,0,0
1002,143,0,0
1003,143,0,0
1004,143,0,0
1005,143,0,0
1006,143,0,0
1007,143,0,6
1008,144,1,3
1009,144,0,2
1010,144,0,3
1011,144,0,2
1012,144,0,1
1013,144,0,3
1014,144,0,0
1015,145,0,0
1016,145,0,0
1017,145,0,0
1018,145,0,1
1019,145,0,0
1020,145,0,0
1021,145,0,0
1022,146,0,0
1023,146,0,0
1024,146,0,0
1025,146,0,0
1026,146,1,0
1027,146,0,0
1028,146,0,0
1029,147,0,0
1030,147,0,0
1031,147,0,0
1032,147,0,0
1033,147,0,0
1034,147,0,0
1035,147,0,1
1036,148,1,0
1037,148,0,0
1038,148,0,0
1039,148,0,0
1040,148,0,0
1041,148,0,0
1042,148,0,0
1043,149,0,0
1044,149,0,0
1045,149,7,9
1046,149,2,6
1047,149,4,2
1048,149,0,0
1049,149,1,0
1050,150,0,0
1051,150,0,1
1052,150,0,0
1053,150,0,0
1054,150,0,3
1055,150,0,1
1056,150,0,0
1057,151,0,1
1058,151,0,0
1059,151,0,0
1060,151,0,0
1061,151,0,0
1062,151,0,0
1063,151,0,0
1064,152,0,0
1065,152,0,0
1066,152,0,0
1067,152,0,1
1068,152,0,2
1069,152,1,0
1070,152,3,0
1071,153,1,0
1072,153,0,0
1073,153,0,0
1074,153,0,0
1075,153,0,1
1076,153,1,1
1077,153,0,0
1078,154,0,0
1079,154,0,1
1080,154,0,1
1081,154,1,0
1082,154,0,0
1083,154,0,1
1084,154,0,0
1085,155,0,1
1086,155,0,1
1087,155,0,0
1088,155,0,0
1089,155,3,0
1090,155,0,0
1091,155,1,1
1092,156,0,0
1093,156,0,0
1094,156,0,0
1095,156,0,0
1096,156,0,0
1097,156,0,1
1098,156,0,0
1099,157,0,0
1100,157,0,1
1101,157,0,0
1102,157,0,0
1103,157,0,0
1104,157,0,0
1105,157,0,0
1106,158,0,0
1107,158,0,0
1108,158,0,0
1109,158,0,0
1110,158,0,0
1111,158,0,0
1112,158,10,1
1113,159,7,3
1114,159,1,2
1115,159,3,0
1116,159,0,0
1117,159,0,1
1118,159,0,0
1119,159,0,1
1120,160,0,0
1121,160,0,1
1122,160,0,8
1123,160,0,2
1124,160,0,1
1125,160,0,0
1126,160,1,0
1127,161,0,0
1128,161,0,0
1129,161,0,0
1130,161,0,0
1131,161,0,0
1132,161,0,0
1133,161,0,0
1134,162,0,0
1135,162,0,0
1136,162,3,0
1137,162,1,5
1138,162,19,1
1139,162,1,1
1140,162,0,2
1141,163,2,0
1142,163,0,1
1143,163,0,1
1144,163,4,1
1145,163,0,1
1146,163,0,0
1147,163,0,0
1148,164,0,0
1149,164,0,0
1150,164,22,2
1151,164,4,1
1152,164,0,2
1153,164,0,0
1154,164,1,1
1155,165,0,0
1156,165,0,0
1157,165,0,1
1158,165,0,0
1159,165,0,0
1160,165,0,1
1161,165,0,1
1162,166,0,0
1163,166,0,0
1164,166,0,0
1165,166,0,0
1166,166,0,1
1167,166,1,0
1168,166,0,0
1169,167,0,1
1170,167,0,0
1171,167,0,0
1172,167,0,1
1173,167,0,0
1174,167,0,0
1175,167,0,0
1176,168,0,0
1177,168,0,0
1178,168,0,0
1179,168,1,0
1180,168,0,0
1181,168,0,0
1182,168,0,0
1183,169,0,0
1184,169,0,0
1185,169,0,1
1186,169,0,1
1187,169,0,1
1188,169,0,2
1189,169,0,0
1190,170,0,0
1191,170,0,0
1192,170,0,0
1193,170,0,0
1194,170,0,0
1195,170,0,0
1196,170,0,0
1197,171,0,0
1198,171,0,0
1199,171,0,0
1200,171,0,0
1201,171,0,0
1202,171,0,0
1203,171,0,1
1204,172,0,1
1205,172,1,1
1206,172,1,0
1207,172,0,1
1208,172,0,3
1209,172,0,2
1210,172,0,0
1211,173,0,1
1212,173,0,0
1213,173,0,1
1214,173,0,0
1215,173,0,1
1216,173,125,3
1217,173,59,4
1218,174,14,0
1219,174,2,3
1220,174,6,0
1221,174,0,2
1222,174,2,1
1223,174,1,0
1224,174,0,0
1225,175,0,5
1226,175,0,0
1227,175,2,1
1228,175,1,2
1229,175,0,1
1230,175,0,0
1231,175,0,2
1232,176,0,0
1233,176,23,0
1234,176,45,2
1235,176,11,0
1236,176,1,0
1237,176,0,2
1238,176,1,0
1239,177,0,1
1240,177,0,1
1241,177,1,1
1242,177,0,1
1243,177,0,0
1244,177,0,2
1245,177,0,1
1246,178,0,0
1247,178,4,1
1248,178,0,0
1249,178,1,1
1250,178,1,1
1251,178,0,2
1252,178,0,1
1253,179,0,0
1254,179,0,1
1255,179,0,1
1256,179,1,2
1257,179,0,1
1258,179,0,1
1259,179,0,1
1260,180,0,0
1261,180,0,0
1262,180,0,0
1263,180,0,1
1264,180,0,0
1265,180,0,0
1266,180,0,0
1267,181,0,0
1268,181,0,0
1269,181,0,0
1270,181,7,0
1271,181,3,1
1272,181,0,1
1273,181,0,1
1274,182,0,0
1275,182,0,0
1276,182,0,0
1277,182,0,1
1278,182,0,0
1279,182,1,0
1280,182,0,2
1281,183,0,0
1282,183,0,1
1283,183,0,0
1284,183,0,0
1285,183,0,0
1286,183,0,0
1287,183,0,1
1288,184,0,0
1289,184,0,0
1290,184,0,0
1291,184,0,0
1292,184,0,1
1293,184,0,0
1294,184,0,0
1295,185,0,0
1296,185,0,0
1297,185,20,1
1298,185,13,3
1299,185,11,1
1300,185,2,0
1301,185,0,0
1302,186,2,0
1303,186,0,1
1304,186,0,0
1305,186,0,1
1306,186,0,1
1307,186,0,0
1308,186,0,1
1309,187,0,1
1310,187,0,0
1311,187,0,0
1312,187,0,1
1313,187,1,0
1314,187,1,0
1315,187,0,2
1316,188,0,1
1317,188,0,0
1318,188,0,0
1319,188,0,2
1320,188,0,1
1321,188,0,1
1322,188,0,1
1323,189,0,0
1324,189,0,0
1325,189,0,0
1326,189,0,0
1327,189,0,0
1328,189,0,1
1329,189,0,0
1330,190,0,0
1331,190,0,0
1332,190,0,0
1333,190,0,0
1334,190,0,1
1335,190,0,0
1336,190,1,1
1337,191,0,2
1338,191,0,0
1339,191,0,0
1340,191,0,0
1341,191,0,0
1342,191,0,0
1343,191,0,0
1344,192,0,0
1345,192,0,0
1346,192,0,0
1347,192,0,0
1348,192,0,0
1349,192,0,1
1350,192,0,0
1351,193,0,0
1352,193,0,0
1353,193,0,0
1354,193,0,0
1355,193,0,0
1356,193,0,1
1357,193,0,0
1358,194,0,0
1359,194,0,0
1360,194,0,1
1361,194,0,0
1362,194,0,0
1363,194,0,0
1364,194,0,0
1365,195,0,0
1366,195,0,1
1367,195,0,1
1368,195,0,0
1369,195,2,0
1370,195,2,1
1371,195,3,1
1372,196,7,1
1373,196,2,2
1374,196,0,0
1375,196,2,0
1376,196,1,1
1377,196,1,0
1378,196,0,1
1379,197,1,0
1380,197,0,0
1381,197,0,1
1382,197,0,0
1383,197,0,0
1384,197,0,1
1385,197,0,0
1386,198,0,0
1387,198,2,0
1388,198,2,1
1389,198,0,3
1390,198,0,0
1391,198,1,3
1392,198,0,1
1393,199,0,0
1394,199,0,0
1395,199,0,0
1396,199,0,0
1397,199,0,0
1398,199,0,1
1399,199,0,0
1400,200,0,0
1401,200,0,0
1402,200,0,0
1403,200,0,0
1404,200,0,0
1405,200,0,1
1406,200,0,1
1407,201,0,0
1408,201,0,0
1409,201,0,0
1410,201,1,1
1411,201,0,0
1412,201,0,1
1413,201,0,0
1414,202,0,0
1415,202,0,1
1416,202,0,0
1417,202,10,3
1418,202,1,1
1419,202,0,3
1420,202,0,1
1421,203,0,0
1422,203,1,1
1423,203,0,0
1424,203,1,0
1425,203,0,0
1426,203,0,0
1427,203,0,0
1428,204,0,0
1429,204,1,0
1430,204,0,0
1431,204,0,0
1432,204,1,0
1433,204,1,1
1434,204,0,1
1435,205,0,1
1436,205,0,1
1437,205,0,0
1438,205,1,0
1439,205,0,0
1440,205,0,0
1441,205,0,0
1442,206,0,0
1443,206,0,0
1444,206,1,0
1445,206,0,0
1446,206,0,0
1447,206,0,0
1448,206,0,3
1449,207,0,1
1450,207,0,0
1451,207,0,0
1452,207,0,0
1453,207,0,0
1454,207,0,0
1455,207,0,0
1456,208,0,0
1457,208,0,0
1458,208,0,1
1459,208,0,0
1460,208,0,0
1461,208,0,1
1462,208,0,0
1463,209,5,2
1464,209,2,0
1465,209,0,0
1466,209,0,0
1467,209,0,0
1468,209,0,0
1469,209,0,0
1470,210,1,0
1471,210,0,0
1472,210,0,0
1473,210,0,0
1474,210,0,1
1475,210,0,0
1476,210,0,0
1477,211,0,0
1478,211,0,0
1479,211,0,0
1480,211,0,0
1481,211,1,0
1482,211,0,0
1483,211,0,0
1484,212,0,0
1485,212,0,0
1486,212,0,0
1487,212,0,0
1488,212,0,0
1489,212,0,0
1490,212,0,0
1491,213,0,0
1492,213,0,0
1493,213,0,1
1494,213,0,0
1495,213,0,0
1496,213,0,0
1497,213,0,0
1498,214,0,0
1499,214,0,0
1500,214,0,2
1501,214,0,0
1502,214,0,0
1503,214,0,1
1504,214,0,1
1505,215,0,0
1506,215,0,0
1507,215,0,0
1508,215,0,0
1509,215,0,0
1510,215,0,0
1511,215,0,1
1512,216,0,0
1513,216,0,0
1514,216,0,0
1515,216,0,0
1516,216,0,2
1517,216,0,1
